EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome(KM),Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,HourlyRate,NumCompaniesWorked,Over18,OverTime,SalaryHike %,PerformanceRating,RelationshipSatisfaction,StandardWorkingHours,StockOptionLevel,TotalExperience(Years),TrainingsLastYear,WorkLifeBalance,YearsatCompany,YearsinCurrentRole,YearsSincePromotion,YearsWithCurrManager
VK1400,30,26-35,No,Travel_Rarely,1240,Finance,9,3,Human Resources,1,184,3,Male,3,2,Human Resources,4,Married,77213,6-10 LPA,482.58,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,
VK1440,30,26-35,No,Travel_Rarely,438,Administration,18,3,Life Sciences,1,194,1,Female,3,1,Research Scientist,3,Single,6895,0-3 LPA,43.09,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,
VK1460,30,26-35,No,Travel_Rarely,201,Administration,5,3,Technical Degree,1,197,4,Female,3,1,Research Scientist,1,Single,20738,0-3 LPA,129.61,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,
VK1470,30,26-35,No,Travel_Rarely,1427,Administration,2,1,Medical,1,198,2,Male,2,1,Laboratory Technician,4,Single,31746,3-6 LPA,198.41,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,
VK1680,30,26-35,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,3,3,Sales Executive,4,Married,50377,6-10 LPA,314.86,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
VK1740,30,26-35,No,Non-Travel,111,Administration,9,3,Medical,1,239,3,Male,3,2,Laboratory Technician,1,Single,49404,3-6 LPA,308.77,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
VK2120,30,26-35,No,Non-Travel,829,Administration,1,1,Life Sciences,1,292,3,Male,2,3,Manufacturing Director,3,Single,55045,6-10 LPA,344.03,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
VK2150,30,26-35,Yes,Travel_Rarely,1005,Administration,3,3,Technical Degree,1,297,4,Female,3,1,Research Scientist,1,Single,98888,10+ LPA,618.05,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
VK2170,30,26-35,Yes,Travel-Frequently,334,Sales,26,4,Marketing,1,299,3,Female,2,2,Sales Executive,1,Single,40790,3-6 LPA,254.94,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
VK3250,30,26-35,No,Travel_Rarely,1275,Administration,28,2,Medical,1,441,4,Female,3,2,Research Scientist,4,Married,6600,0-3 LPA,41.25,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
VK3390,30,26-35,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,2,2,Sales Executive,3,Single,95660,10+ LPA,597.88,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
VK3550,30,26-35,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,3,2,Sales Executive,3,Married,94179,10+ LPA,588.62,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
VK3820,30,26-35,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,3,1,Sales Representative,2,Married,41764,3-6 LPA,261.02,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
VK3860,30,26-35,Yes,Travel-Frequently,464,Administration,4,3,Technical Degree,1,514,3,Male,3,1,Research Scientist,4,Single,75543,6-10 LPA,472.14,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
VK4030,30,26-35,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,3,2,Sales Executive,3,Single,46714,3-6 LPA,291.96,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
VK4110,30,26-35,No,Travel_Rarely,317,Administration,2,3,Life Sciences,1,548,3,Female,1,2,Manufacturing Director,4,Single,57835,6-10 LPA,361.47,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
VK4200,30,26-35,No,Non-Travel,1400,Administration,3,3,Life Sciences,1,562,3,Male,3,1,Laboratory Technician,4,Married,74744,6-10 LPA,467.15,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
VK4240,30,26-35,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,3,3,Sales Executive,1,Married,57491,6-10 LPA,359.32,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
VK4270,30,26-35,No,Non-Travel,1116,Administration,2,3,Medical,1,571,3,Female,3,1,Laboratory Technician,4,Single,19589,0-3 LPA,122.43,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
VK4380,30,26-35,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,3,1,Sales Representative,2,Single,44484,3-6 LPA,278.02,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
VK4810,30,26-35,Yes,Travel-Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,2,1,Sales Representative,1,Married,83989,10+ LPA,524.93,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
VK5020,30,26-35,No,Travel-Frequently,160,Administration,3,3,Medical,1,680,3,Female,3,1,Research Scientist,3,Single,37212,3-6 LPA,232.58,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
VK5460,30,26-35,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,3,2,Sales Executive,4,Single,44525,3-6 LPA,278.28,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
VK5820,30,26-35,No,Travel_Rarely,921,Administration,1,3,Life Sciences,1,806,4,Male,1,1,Laboratory Technician,3,Married,48202,3-6 LPA,301.26,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
VK6030,30,26-35,No,Travel_Rarely,946,Administration,2,3,Medical,1,833,3,Female,2,2,Manufacturing Director,4,Single,33635,3-6 LPA,210.22,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
VK6240,30,26-35,No,Travel-Frequently,1012,Administration,5,4,Life Sciences,1,861,2,Male,2,1,Research Scientist,4,Single,64208,6-10 LPA,401.3,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
VK7030,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,3,3,Sales Executive,3,Single,34828,3-6 LPA,217.68,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
VK7210,30,26-35,Yes,Travel_Rarely,138,Administration,22,3,Life Sciences,1,1004,1,Female,3,1,Research Scientist,3,Married,19711,0-3 LPA,123.19,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
VK7310,30,26-35,No,Travel_Rarely,153,Administration,8,2,Life Sciences,1,1015,2,Female,4,3,Research Director,1,Married,4420,0-3 LPA,27.62,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
VK7330,30,26-35,Yes,Travel-Frequently,109,Administration,5,3,Medical,1,1017,2,Female,3,1,Laboratory Technician,2,Single,97752,10+ LPA,610.95,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
VK7830,30,26-35,No,Travel_Rarely,1176,Administration,20,3,Other,1,1084,3,Male,3,2,Manufacturing Director,1,Married,1301,0-3 LPA,8.13,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
VK8450,30,26-35,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,2,2,Sales Executive,3,Married,46236,3-6 LPA,288.98,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4
VK8660,30,26-35,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,3,2,Sales Executive,1,Single,67235,6-10 LPA,420.22,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3
VK8750,30,26-35,No,Travel_Rarely,853,Administration,7,4,Life Sciences,1,1224,3,Male,3,2,Laboratory Technician,3,Single,55240,6-10 LPA,345.25,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
VK8870,30,26-35,No,Travel_Rarely,1465,Administration,1,3,Medical,1,1241,4,Male,3,1,Research Scientist,2,Married,66726,6-10 LPA,417.04,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7
VK9320,30,26-35,No,Non-Travel,879,Administration,9,2,Medical,1,1298,3,Female,3,2,Manufacturing Director,3,Single,11492,0-3 LPA,71.82,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7
VK9420,30,26-35,No,Travel_Rarely,1138,Administration,6,3,Technical Degree,1,1311,1,Female,2,2,Laboratory Technician,4,Married,7102,0-3 LPA,44.39,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
VK9490,30,26-35,No,Travel_Rarely,634,Administration,17,4,Medical,1,1321,2,Female,3,3,Manager,1,Married,51336,6-10 LPA,320.85,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
VK10140,30,26-35,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,4,Female,3,2,Sales Executive,1,Single,86314,10+ LPA,539.46,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
VK10500,30,26-35,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,4,Male,3,2,Sales Executive,3,Married,27641,3-6 LPA,172.76,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
VK10530,30,26-35,No,Non-Travel,990,Administration,7,3,Technical Degree,1,1482,3,Male,3,1,Research Scientist,3,Single,35584,3-6 LPA,222.4,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
VK10650,30,26-35,No,Travel_Rarely,330,Finance,1,3,Life Sciences,1,1499,3,Male,3,1,Human Resources,3,Single,33745,3-6 LPA,210.91,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
VK11070,30,26-35,Yes,Travel_Rarely,740,Sales,1,3,Life Sciences,1,1562,2,Male,2,2,Sales Executive,1,Married,24093,0-3 LPA,150.58,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
VK11100,30,26-35,No,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,3,Male,3,3,Sales Executive,2,Married,67105,6-10 LPA,419.41,3,Y,No,12,3,2,80,1,9,3,3,4,2,1,3
VK11420,30,26-35,No,Travel_Rarely,241,Administration,7,3,Medical,1,1609,2,Male,2,1,Research Scientist,2,Married,52885,6-10 LPA,330.53,1,Y,No,12,3,2,80,1,6,3,2,6,4,1,1
VK12340,30,26-35,No,Travel_Rarely,793,Administration,16,1,Life Sciences,1,1729,2,Male,3,1,Research Scientist,4,Married,37631,3-6 LPA,235.19,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
VK12450,30,26-35,No,Travel-Frequently,1312,Administration,2,4,Technical Degree,1,1745,4,Female,2,1,Research Scientist,1,Single,73991,6-10 LPA,462.44,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
VK12470,30,26-35,Yes,Travel-Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,2,1,Human Resources,4,Single,5014,0-3 LPA,31.34,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
VK12520,30,26-35,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,2,3,Sales Executive,1,Single,12093,0-3 LPA,75.58,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7
VK12600,30,26-35,No,Travel_Rarely,305,Administration,16,3,Life Sciences,1,1763,3,Male,4,2,Healthcare Representative,3,Married,19070,0-3 LPA,119.19,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7
VK12970,30,26-35,No,Travel_Rarely,1092,Administration,10,3,Medical,1,1816,1,Female,3,3,Manufacturing Director,3,Single,36777,3-6 LPA,229.86,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2
VK13390,30,26-35,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,3,1,Sales Representative,4,Single,57958,6-10 LPA,362.24,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
VK14130,30,26-35,No,Travel_Rarely,911,Administration,1,2,Medical,1,1989,4,Male,3,1,Laboratory Technician,2,Married,83074,6-10 LPA,519.21,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
VK0130,31,26-35,No,Travel_Rarely,670,Administration,26,1,Life Sciences,1,16,1,Male,3,1,Research Scientist,3,Single,11729,0-3 LPA,73.31,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
VK0590,31,26-35,No,Travel_Rarely,655,Administration,7,4,Life Sciences,1,76,4,Male,3,2,Laboratory Technician,4,Single,46017,3-6 LPA,287.61,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
VK0730,31,26-35,No,Travel_Rarely,1082,Administration,1,4,Medical,1,95,3,Male,3,1,Research Scientist,2,Single,67320,6-10 LPA,420.75,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,
VK0760,31,26-35,No,Travel_Rarely,746,Administration,8,4,Life Sciences,1,98,3,Female,3,2,Manufacturing Director,4,Single,28751,3-6 LPA,179.69,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,
VK1250,31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,1,2,Sales Executive,3,Married,79069,6-10 LPA,494.18,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
VK1330,31,26-35,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,1,2,Sales Executive,3,Married,55748,6-10 LPA,348.42,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
VK1810,31,26-35,No,Travel_Rarely,140,Administration,12,1,Medical,1,246,3,Female,3,1,Research Scientist,4,Married,6801,0-3 LPA,42.51,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
VK2250,31,26-35,No,Non-Travel,979,Administration,1,4,Medical,1,308,3,Male,1,2,Manufacturing Director,3,Married,20190,0-3 LPA,126.19,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
VK2460,31,26-35,No,Travel-Frequently,1327,Administration,3,4,Medical,1,337,2,Male,3,3,Research Director,3,Single,50689,6-10 LPA,316.81,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
VK2600,31,26-35,Yes,Travel-Frequently,307,Administration,29,2,Medical,1,355,3,Male,2,1,Laboratory Technician,2,Single,51993,6-10 LPA,324.96,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
VK2670,31,26-35,No,Travel_Rarely,1463,Administration,23,3,Medical,1,367,2,Male,2,2,Healthcare Representative,4,Married,30592,3-6 LPA,191.2,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
VK2930,31,26-35,No,Travel-Frequently,444,Sales,5,3,Marketing,1,399,4,Female,3,1,Sales Representative,2,Single,11647,0-3 LPA,72.79,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
VK3040,31,26-35,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,4,2,Sales Executive,4,Married,9716,0-3 LPA,60.72,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
VK3100,31,26-35,No,Travel_Rarely,691,Administration,5,4,Technical Degree,1,423,3,Male,3,1,Research Scientist,4,Married,89891,10+ LPA,561.82,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
VK3110,31,26-35,No,Travel_Rarely,106,Finance,2,3,Human Resources,1,424,1,Male,2,2,Human Resources,1,Married,88545,10+ LPA,553.41,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
VK3130,31,26-35,No,Travel_Rarely,192,Administration,2,4,Life Sciences,1,426,3,Male,3,1,Research Scientist,4,Single,90912,10+ LPA,568.2,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
VK3220,31,26-35,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,3,2,Sales Executive,4,Single,71316,6-10 LPA,445.72,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
VK3260,31,26-35,No,Travel-Frequently,798,Administration,7,2,Life Sciences,1,442,3,Female,2,3,Manufacturing Director,3,Married,3368,0-3 LPA,21.05,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
VK3430,31,26-35,No,Travel_Rarely,1232,Administration,7,4,Medical,1,462,3,Female,3,3,Manufacturing Director,4,Single,78575,6-10 LPA,491.09,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10
VK3700,31,26-35,No,Travel_Rarely,408,Administration,9,4,Life Sciences,1,493,3,Male,2,1,Research Scientist,2,Single,7655,0-3 LPA,47.84,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
VK3950,31,26-35,No,Travel_Rarely,480,Administration,7,2,Medical,1,524,2,Female,3,2,Manufacturing Director,1,Married,71031,6-10 LPA,443.94,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
VK4000,31,26-35,No,Travel_Rarely,329,Administration,1,2,Life Sciences,1,530,4,Male,2,1,Laboratory Technician,1,Married,77429,6-10 LPA,483.93,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
VK4350,31,26-35,No,Travel_Rarely,1274,Administration,9,1,Life Sciences,1,581,3,Male,3,3,Manufacturing Director,2,Single,92083,10+ LPA,575.52,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
VK4400,31,26-35,Yes,Travel-Frequently,534,Administration,20,3,Life Sciences,1,587,1,Male,3,3,Healthcare Representative,3,Married,88922,10+ LPA,555.76,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
VK4510,31,26-35,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,3,2,Sales Executive,4,Single,56766,6-10 LPA,354.79,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
VK4570,31,26-35,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,2,3,Manager,4,Single,14403,0-3 LPA,90.02,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
VK4830,31,26-35,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,3,2,Sales Executive,1,Single,33097,3-6 LPA,206.86,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
VK4850,31,26-35,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,4,2,Sales Executive,4,Single,79657,6-10 LPA,497.86,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
VK6450,31,26-35,No,Travel_Rarely,1222,Administration,11,4,Life Sciences,1,895,4,Male,3,1,Research Scientist,4,Married,11966,0-3 LPA,74.79,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
VK6760,31,26-35,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,2,1,Sales Representative,3,Married,94848,10+ LPA,592.8,3,Y,No,15,3,2,80,0,13,2,4,7,7,5,2
VK6800,31,26-35,No,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,3,2,Sales Executive,3,Married,53921,6-10 LPA,337.01,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
VK6910,31,26-35,No,Travel_Rarely,616,Administration,12,3,Medical,1,961,4,Female,3,2,Healthcare Representative,4,Married,50726,6-10 LPA,317.04,0,Y,Yes,11,3,3,80,2,10,2,1,9,7,8,5
VK7100,31,26-35,Yes,Non-Travel,335,Administration,9,2,Medical,1,991,3,Male,2,1,Research Scientist,1,Single,51300,6-10 LPA,320.62,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
VK7270,31,26-35,No,Travel-Frequently,853,Administration,1,1,Life Sciences,1,1011,3,Female,3,2,Manufacturing Director,1,Married,23677,0-3 LPA,147.98,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
VK8190,31,26-35,No,Travel-Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,4,1,Sales Representative,4,Married,56609,6-10 LPA,353.81,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
VK8320,31,26-35,Yes,Travel-Frequently,874,Administration,15,3,Medical,1,1160,3,Male,3,1,Laboratory Technician,3,Married,97825,10+ LPA,611.41,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
VK8960,31,26-35,No,Travel_Rarely,1332,Administration,11,2,Medical,1,1251,3,Male,3,2,Healthcare Representative,1,Married,57661,6-10 LPA,360.38,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
VK8970,31,26-35,No,Travel_Rarely,1062,Administration,24,3,Medical,1,1252,3,Female,2,2,Healthcare Representative,1,Single,32024,3-6 LPA,200.15,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8
VK9510,31,26-35,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,4,Female,3,3,Sales Executive,3,Single,71313,6-10 LPA,445.71,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
VK9530,31,26-35,Yes,Travel-Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2,Single,54006,6-10 LPA,337.54,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
VK9530,31,26-35,Yes,Travel-Frequently,1060,Sales,1,3,Life Sciences,1,1331,4,Female,3,1,Sales Representative,2,Single,54006,6-10 LPA,337.54,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,0
VK9860,31,26-35,Yes,Travel_Rarely,330,Administration,22,4,Medical,1,1389,4,Male,3,2,Manufacturing Director,3,Married,16338,0-3 LPA,102.11,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
VK10130,31,26-35,Yes,Travel-Frequently,667,Sales,1,4,Life Sciences,1,1427,2,Female,1,1,Sales Representative,3,Single,69027,6-10 LPA,431.42,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
VK10150,31,26-35,No,Travel_Rarely,182,Administration,8,5,Life Sciences,1,1430,1,Female,3,4,Research Director,2,Single,93772,10+ LPA,586.08,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
VK10170,31,26-35,Yes,Travel_Rarely,202,Administration,8,3,Life Sciences,1,1433,1,Female,2,1,Research Scientist,2,Single,81135,6-10 LPA,507.09,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
VK10310,31,26-35,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,3,3,Sales Executive,4,Single,20508,0-3 LPA,128.18,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
VK10340,31,26-35,Yes,Travel-Frequently,1445,Administration,1,5,Life Sciences,1,1459,3,Female,4,3,Manufacturing Director,2,Single,4051,0-3 LPA,25.32,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
VK10360,31,26-35,No,Travel_Rarely,1398,Finance,8,2,Medical,1,1461,4,Female,4,1,Human Resources,2,Single,49747,3-6 LPA,310.92,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
VK10370,31,26-35,Yes,Travel-Frequently,523,Administration,2,3,Life Sciences,1,1464,2,Male,3,1,Laboratory Technician,4,Married,88142,10+ LPA,550.89,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
VK10860,31,26-35,Yes,Travel-Frequently,561,Administration,3,3,Life Sciences,1,1537,4,Female,3,1,Research Scientist,3,Single,88235,10+ LPA,551.47,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
VK11450,31,26-35,No,Travel-Frequently,715,Sales,2,4,Other,1,1613,4,Male,3,2,Sales Executive,1,Single,55021,6-10 LPA,343.88,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
VK11920,31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,3,2,Sales Executive,4,Married,67412,6-10 LPA,421.32,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
VK12280,31,26-35,No,Travel_Rarely,741,Administration,2,4,Life Sciences,1,1721,2,Male,3,1,Laboratory Technician,3,Married,59335,6-10 LPA,370.84,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
VK12400,31,26-35,No,Travel-Frequently,163,Administration,24,1,Technical Degree,1,1736,4,Female,3,2,Manufacturing Director,4,Single,57179,6-10 LPA,357.37,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
VK12480,31,26-35,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,3,2,Sales Executive,3,Married,33093,3-6 LPA,206.83,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
VK12580,31,26-35,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,3,3,Sales Executive,3,Married,70678,6-10 LPA,441.74,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0
VK12750,31,26-35,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,2,2,Sales Executive,4,Married,81738,6-10 LPA,510.86,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
VK13070,31,26-35,No,Travel-Frequently,1125,Sales,7,4,Marketing,1,1833,1,Female,3,3,Sales Executive,1,Married,40734,3-6 LPA,254.59,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
VK13130,31,26-35,Yes,Travel_Rarely,359,Finance,18,5,Human Resources,1,1842,4,Male,4,1,Human Resources,1,Married,73615,6-10 LPA,460.09,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
VK13420,31,26-35,No,Travel_Rarely,311,Administration,20,3,Life Sciences,1,1881,2,Male,3,2,Laboratory Technician,3,Single,74523,6-10 LPA,465.77,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
VK13590,31,26-35,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,3,Female,3,2,Sales Executive,4,Single,95476,10+ LPA,596.72,2,Y,Yes,11,3,4,80,1,8,2,3,5,2,1,4
VK13610,31,26-35,No,Travel_Rarely,471,Administration,4,3,Medical,1,1916,1,Female,4,1,Laboratory Technician,3,Single,18019,0-3 LPA,112.62,8,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
VK13830,31,26-35,No,Non-Travel,976,Administration,3,2,Medical,1,1948,3,Male,3,1,Research Scientist,1,Single,84613,10+ LPA,528.83,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3
VK13900,31,26-35,No,Travel-Frequently,1125,Administration,1,3,Life Sciences,1,1956,4,Male,1,2,Research Scientist,1,Married,92794,10+ LPA,579.96,1,Y,No,21,4,2,80,0,10,6,3,10,8,8,7
VK13960,31,26-35,Yes,Travel-Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,3,2,Sales Executive,4,Married,87672,10+ LPA,547.95,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
VK14030,31,26-35,No,Travel_Rarely,1276,Administration,2,1,Medical,1,1974,4,Female,1,1,Laboratory Technician,4,Single,74847,6-10 LPA,467.79,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
VK14060,31,26-35,No,Non-Travel,697,Administration,10,3,Medical,1,1979,3,Female,3,3,Research Director,3,Married,83750,10+ LPA,523.44,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
VK14180,31,26-35,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,3,1,Sales Representative,3,Married,80634,6-10 LPA,503.96,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
VK14640,31,26-35,No,Non-Travel,325,Administration,5,3,Medical,1,2057,2,Male,3,2,Manufacturing Director,1,Single,29251,3-6 LPA,182.82,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
VK14640,31,26-35,No,Non-Travel,325,Administration,5,3,Medical,1,2057,2,Male,3,2,Manufacturing Director,1,Single,26945,3-6 LPA,168.41,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
VK0060,32,26-35,No,Travel-Frequently,1005,Administration,2,2,Life Sciences,1,8,4,Male,3,1,Laboratory Technician,4,Single,91852,10+ LPA,574.08,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
